word,set,usas_tag,usas_top_level,usas_top_level_name
fly,remained,M5,M,"Movement, Location, Travel and Transport"
fold,remained,A1.1.1,A,General and Abstract Terms
follow,remained,M1,M,"Movement, Location, Travel and Transport"
food,remained,F1,F,Food and Farming
fool,remained,S1.2.6-,S,"Social Actions, States and Processes"
foot,remained,B1,B,The Body and the Individual
for,remained,M6,M,"Movement, Location, Travel and Transport"
force,remained,S7.1+,S,"Social Actions, States and Processes"
foreign,remained,M7,M,"Movement, Location, Travel and Transport"
forest,remained,W3/L3,W,World and Environment
forget,remained,X2.2-,X,"Psychological Actions, States and Processes"
form,remained,A4.1,A,General and Abstract Terms
formal,remained,S1.2.1-,S,"Social Actions, States and Processes"
former,remained,T2-,T,Time
forth,remained,M6,M,"Movement, Location, Travel and Transport"
fortunate,remained,A1.4+,A,General and Abstract Terms
fortune,remained,I1.1+++,I,Money and Commerce in Industry
forward,remained,M2,M,"Movement, Location, Travel and Transport"
frame,remained,O2,O,"Substances, Materials, Objects and Equipment"
framework,remained,X4.2,X,"Psychological Actions, States and Processes"
free,remained,S6-,S,"Social Actions, States and Processes"
freedom,remained,A1.7-,A,General and Abstract Terms
freeze,remained,O4.6-,O,"Substances, Materials, Objects and Equipment"
frequency,remained,N6,N,Numbers and Measurement
frequent,remained,N6+,N,Numbers and Measurement
fresh,remained,T3-,T,Time
friend,remained,S3.1/S2mf,S,"Social Actions, States and Processes"
friendly,remained,K5.1,K,"Entertainment, Sports and Games"
friendship,remained,S3.1,S,"Social Actions, States and Processes"
frighten,remained,E5-,E,Emotion
from,remained,Z5,Z,Names and Grammar
front,remained,M6,M,"Movement, Location, Travel and Transport"
fruit,remained,F1,F,Food and Farming
full,remained,N5.1+,N,Numbers and Measurement
fun,remained,E4.1+,E,Emotion
funny,remained,E4.1+,E,Emotion
furniture,remained,H5,H,"Architecture, Housing and the Home"
future,remained,T1.1.3,T,Time
gain,remained,A9+,A,General and Abstract Terms
game,remained,X5.2+,X,"Psychological Actions, States and Processes"
gap,remained,M1,M,"Movement, Location, Travel and Transport"
garden,remained,F4,F,Food and Farming
gas,remained,E3-,E,Emotion
gate,remained,H2,H,"Architecture, Housing and the Home"
gather,remained,S5+,S,"Social Actions, States and Processes"
gay,remained,S3.2/S2.2m,S,"Social Actions, States and Processes"
general,remained,G3/S7.1+/S2mf,G,Government and Public
gentle,remained,E3+,E,Emotion
gentleman,remained,S2.2m,S,"Social Actions, States and Processes"
get,remained,A9+,A,General and Abstract Terms
gift,remained,A9-,A,General and Abstract Terms
girl,remained,S2.1f,S,"Social Actions, States and Processes"
give,remained,O4.5,O,"Substances, Materials, Objects and Equipment"
glad,remained,E4.2+,E,Emotion
glass,remained,O1.1,O,"Substances, Materials, Objects and Equipment"
go,remained,M1,M,"Movement, Location, Travel and Transport"
god,remained,Z4,Z,Names and Grammar
gold,remained,O1.1,O,"Substances, Materials, Objects and Equipment"
golden,remained,O4.3,O,"Substances, Materials, Objects and Equipment"
good,remained,A5.1+,A,General and Abstract Terms
govern,remained,S7.1+,S,"Social Actions, States and Processes"
governor,remained,S7.1+/S2mf,S,"Social Actions, States and Processes"
grain,remained,N5-,N,Numbers and Measurement
grammar,remained,Q3,Q,Language and Communication
grand,remained,N1,N,Numbers and Measurement
grass,remained,Q2.2,Q,Language and Communication
grateful,remained,S1.2.4+,S,"Social Actions, States and Processes"
gray,remained,O4.3,O,"Substances, Materials, Objects and Equipment"
great,remained,A5.1+,A,General and Abstract Terms
green,remained,O4.3,O,"Substances, Materials, Objects and Equipment"
greet,remained,Q2.2/S1.2.4+,Q,Language and Communication
grind,remained,A1.1.1,A,General and Abstract Terms
group,remained,S5+,S,"Social Actions, States and Processes"
grow,remained,N3.2+/A2.1,N,Numbers and Measurement
growth,remained,N3.2+/A2.1,N,Numbers and Measurement
guard,remained,A15+/I3.2/S2mf,A,General and Abstract Terms
guess,remained,X2.1/A7-,X,"Psychological Actions, States and Processes"
guest,remained,H4/S2mf,H,"Architecture, Housing and the Home"
guide,remained,S8+,S,"Social Actions, States and Processes"
gun,remained,G3,G,Government and Public
habit,remained,S1.1.1,S,"Social Actions, States and Processes"
hair,remained,B1,B,The Body and the Individual
half,remained,N5c,N,Numbers and Measurement
hall,remained,H2,H,"Architecture, Housing and the Home"
hand,remained,B1,B,The Body and the Individual
handle,remained,A1.1.1,A,General and Abstract Terms
hang,remained,M2,M,"Movement, Location, Travel and Transport"
happen,remained,A2.1+,A,General and Abstract Terms
happy,remained,E4.1+,E,Emotion
harbor,remained,Z99,Z,Names and Grammar
hard,remained,O4.1,O,"Substances, Materials, Objects and Equipment"
hardly,remained,A13.7,A,General and Abstract Terms
harm,remained,A1.1.2,A,General and Abstract Terms
hat,remained,B5,B,The Body and the Individual
hate,remained,E2-,E,Emotion
have,remained,A9+,A,General and Abstract Terms
he,remained,Z8m,Z,Names and Grammar
head,remained,S7.1+,S,"Social Actions, States and Processes"
health,remained,B2,B,The Body and the Individual
hear,remained,X3.2,X,"Psychological Actions, States and Processes"
heart,remained,B1,B,The Body and the Individual
heat,remained,O4.6+,O,"Substances, Materials, Objects and Equipment"
heavy,remained,N3.5+,N,Numbers and Measurement
height,remained,N3.7,N,Numbers and Measurement
hello,remained,S1.1.1,S,"Social Actions, States and Processes"
help,remained,S8+,S,"Social Actions, States and Processes"
here,remained,M6,M,"Movement, Location, Travel and Transport"
hesitate,remained,A7-,A,General and Abstract Terms
hide,remained,A10-,A,General and Abstract Terms
high,remained,N3.7+,N,Numbers and Measurement
hill,remained,W3,W,World and Environment
hire,remained,I2.2,I,Money and Commerce in Industry
history,remained,T1.1.1,T,Time
hit,remained,E3-,E,Emotion
hold,remained,M2,M,"Movement, Location, Travel and Transport"
hole,remained,A1.1.1,A,General and Abstract Terms
holiday,remained,K1/T1.3,K,"Entertainment, Sports and Games"
home,remained,M1/M6,M,"Movement, Location, Travel and Transport"
honest,remained,A5.2+,A,General and Abstract Terms
honor,remained,Z99,Z,Names and Grammar
hook,remained,A9+,A,General and Abstract Terms
hope,remained,X2.6+,X,"Psychological Actions, States and Processes"
horse,remained,L2mfn,L,Life and Living Things
hospital,remained,B3/H1c,B,The Body and the Individual
host,remained,S2mf,S,"Social Actions, States and Processes"
hot,remained,O4.6+,O,"Substances, Materials, Objects and Equipment"
hotel,remained,H4/H1,H,"Architecture, Housing and the Home"
hour,remained,T1.3,T,Time
house,remained,H4,H,"Architecture, Housing and the Home"
how,remained,Z5,Z,Names and Grammar
however,remained,Z4,Z,Names and Grammar
human,remained,S2mf,S,"Social Actions, States and Processes"
hunger,remained,F1-/B1,F,Food and Farming
hunt,remained,L2,L,Life and Living Things
hurry,remained,N3.8+,N,Numbers and Measurement
hurt,remained,B2-,B,The Body and the Individual
husband,remained,A1.5.1/A1.3+,A,General and Abstract Terms
i,remained,Z99,Z,Names and Grammar
ice,remained,F1,F,Food and Farming
idea,remained,X4.1,X,"Psychological Actions, States and Processes"
ideal,remained,X4.1,X,"Psychological Actions, States and Processes"
if,remained,Z7,Z,Names and Grammar
ill,remained,B2-,B,The Body and the Individual
imagine,remained,X2.1,X,"Psychological Actions, States and Processes"
immediate,remained,N3.8+,N,Numbers and Measurement
importance,remained,A11.1+,A,General and Abstract Terms
important,remained,A11.1+,A,General and Abstract Terms
impossible,remained,A7-,A,General and Abstract Terms
improve,remained,A5.1+/A2.1,A,General and Abstract Terms
in,remained,M6,M,"Movement, Location, Travel and Transport"
inch,remained,M1,M,"Movement, Location, Travel and Transport"
include,remained,A1.8+,A,General and Abstract Terms
increase,remained,N5+/A2.1,N,Numbers and Measurement
indeed,remained,A13.3,A,General and Abstract Terms
industry,remained,I4c,I,Money and Commerce in Industry
influence,remained,A2.2,A,General and Abstract Terms
inform,remained,X2.2+,X,"Psychological Actions, States and Processes"
inquiry,remained,Q2.2,Q,Language and Communication
inside,remained,M6,M,"Movement, Location, Travel and Transport"
instead,remained,A6.1-,A,General and Abstract Terms
instrument,remained,O2,O,"Substances, Materials, Objects and Equipment"
insurance,remained,I1/A15-,I,Money and Commerce in Industry
insure,remained,I1/A15-,I,Money and Commerce in Industry
intend,remained,X7+,X,"Psychological Actions, States and Processes"
intention,remained,X7+,X,"Psychological Actions, States and Processes"
interest,remained,X5.2+,X,"Psychological Actions, States and Processes"
international,remained,M7/S5+c,M,"Movement, Location, Travel and Transport"
into,remained,Z5,Z,Names and Grammar
introduce,remained,S1.1.1,S,"Social Actions, States and Processes"
introduction,remained,T2+,T,Time
invent,remained,X2.1,X,"Psychological Actions, States and Processes"
invite,remained,Q2.2,Q,Language and Communication
iron,remained,O1.1,O,"Substances, Materials, Objects and Equipment"
island,remained,W3,W,World and Environment
it,remained,Z8,Z,Names and Grammar
join,remained,A2.2,A,General and Abstract Terms
joint,remained,F1,F,Food and Farming
joke,remained,E4.1+,E,Emotion
journey,remained,M1,M,"Movement, Location, Travel and Transport"
joy,remained,Z1f,Z,Names and Grammar
judge,remained,G2.1,G,Government and Public
jump,remained,M1,M,"Movement, Location, Travel and Transport"
just,remained,S1.2,S,"Social Actions, States and Processes"
justice,remained,G2.1+,G,Government and Public
keep,remained,H1,H,"Architecture, Housing and the Home"
key,remained,A11.1+,A,General and Abstract Terms
kick,remained,E3-,E,Emotion
kill,remained,L1-,L,Life and Living Things
kind,remained,S1.2/S8+,S,"Social Actions, States and Processes"
king,remained,S7.1+/S2.2m,S,"Social Actions, States and Processes"
kiss,remained,S3.2,S,"Social Actions, States and Processes"
kitchen,remained,F1/H2,F,Food and Farming
knee,remained,E3-,E,Emotion
knife,remained,E3-,E,Emotion
knock,remained,X3.2,X,"Psychological Actions, States and Processes"
know,remained,X2.2+,X,"Psychological Actions, States and Processes"
knowledge,remained,X2.2+,X,"Psychological Actions, States and Processes"
lack,remained,A9-,A,General and Abstract Terms
lady,remained,S2.1f,S,"Social Actions, States and Processes"
lake,remained,W3/M4,W,World and Environment
land,remained,M1,M,"Movement, Location, Travel and Transport"
language,remained,Q3,Q,Language and Communication
large,remained,N3.2+,N,Numbers and Measurement
last,remained,O2,O,"Substances, Materials, Objects and Equipment"
late,remained,T4-,T,Time
latter,remained,N4,N,Numbers and Measurement
laugh,remained,E4.1+/X3.2,E,Emotion
laughter,remained,E4.1+/X3.2,E,Emotion
law,remained,G2.1,G,Government and Public
lawyer,remained,G2.1/I3.2/S2mf,G,Government and Public
lay,remained,M2,M,"Movement, Location, Travel and Transport"
lazy,remained,X5.2-/S1.2,X,"Psychological Actions, States and Processes"
lead,remained,S7.1+,S,"Social Actions, States and Processes"
leadership,remained,S7.1+,S,"Social Actions, States and Processes"
lean,remained,M6,M,"Movement, Location, Travel and Transport"
learn,remained,X2.3+,X,"Psychological Actions, States and Processes"
least,remained,N5.1-,N,Numbers and Measurement
leather,remained,O1.1,O,"Substances, Materials, Objects and Equipment"
leave,remained,M1,M,"Movement, Location, Travel and Transport"
left,remained,M1,M,"Movement, Location, Travel and Transport"
leg,remained,M1/N3.8+,M,"Movement, Location, Travel and Transport"
lend,remained,A9-,A,General and Abstract Terms
length,remained,N3.7,N,Numbers and Measurement
less,remained,Z5,Z,Names and Grammar
lesson,remained,P1,P,Education
let,remained,S7.4+,S,"Social Actions, States and Processes"
letter,remained,Q1.2,Q,Language and Communication
level,remained,O4.4,O,"Substances, Materials, Objects and Equipment"
library,remained,Q4.1/H1c,Q,Language and Communication
lie,remained,A5.2-,A,General and Abstract Terms
life,remained,L1+,L,Life and Living Things
lift,remained,M2,M,"Movement, Location, Travel and Transport"
light,remained,W2,W,World and Environment
like,remained,E2+,E,Emotion
likely,remained,A7+,A,General and Abstract Terms
limit,remained,A1.7+,A,General and Abstract Terms
line,remained,O4.4,O,"Substances, Materials, Objects and Equipment"
lip,remained,B1,B,The Body and the Individual
liquid,remained,O1.2,O,"Substances, Materials, Objects and Equipment"
list,remained,Q1.2,Q,Language and Communication
listen,remained,X3.2,X,"Psychological Actions, States and Processes"
literary,remained,Q4.1,Q,Language and Communication
literature,remained,Q4.1,Q,Language and Communication
little,remained,N3.2-,N,Numbers and Measurement
live,remained,H4,H,"Architecture, Housing and the Home"
load,remained,N5+,N,Numbers and Measurement
loan,remained,I1.2,I,Money and Commerce in Industry
local,remained,M7,M,"Movement, Location, Travel and Transport"
lock,remained,A1.7+,A,General and Abstract Terms
log,remained,O2,O,"Substances, Materials, Objects and Equipment"
long,remained,T1.3+,T,Time
look,remained,A8,A,General and Abstract Terms
loose,remained,A1.7-,A,General and Abstract Terms
lose,remained,X9.2-,X,"Psychological Actions, States and Processes"
loss,remained,I1.2,I,Money and Commerce in Industry
lot,remained,N5,N,Numbers and Measurement
loud,remained,X3.2+,X,"Psychological Actions, States and Processes"
love,remained,E2+,E,Emotion
lovely,remained,S3.2,S,"Social Actions, States and Processes"
low,remained,N3.7-,N,Numbers and Measurement
luck,remained,A1.4,A,General and Abstract Terms
lunch,remained,F1,F,Food and Farming
machine,remained,A1.1.1,A,General and Abstract Terms
mad,remained,A13.3,A,General and Abstract Terms
mail,remained,Q1.2,Q,Language and Communication
main,remained,A11.1+,A,General and Abstract Terms
make,remained,A4.1,A,General and Abstract Terms
male,remained,S2.2m,S,"Social Actions, States and Processes"
man,remained,I3.1,I,Money and Commerce in Industry
manage,remained,S7.1+,S,"Social Actions, States and Processes"
